Time(in Hours),Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20,Bus21,Bus22,Bus23,Bus24,Bus25,Bus26,Bus27,Bus28,Bus29,Bus30,Bus31,Bus32,Bus33,Bus34,Bus35,Bus36,Bus37,Bus38,Bus39,Bus40,Bus41,Bus42,Bus43,Bus44,Bus45,Bus46,Bus47,Bus48,Bus49,Bus50,Bus51,Bus52,Bus53,Bus54,Bus55,Bus56,Bus57,Bus58,Bus59,Bus60,Bus61,Bus62,Bus63,Bus64,Bus65,Bus66,Bus67,Bus68,Bus69,Bus70,Bus71,Bus72,Bus73,Bus74,Bus75,Bus76,Bus77,Bus78,Bus79,Bus80,Bus81,Bus82,Bus83,Bus84,Bus85,Bus86,Bus87,Bus88,Bus89,Bus90,Bus91,Bus92,Bus93,Bus94,Bus95,Bus96,Bus97,Bus98,Bus99,Bus100,Bus101,Bus102,Bus103,Bus104,Bus105,Bus106,Bus107,Bus108,Bus109,Bus110,Bus111,Bus112,Bus113,Bus114,Bus115,Bus116,Bus117,Bus118
0.0,26.805268147357634,26.789447826255614,26.740213834373836,26.53457344402792,26.509611315720687,26.679547536360598,26.70584399463893,26.5208717137243,26.35711769226846,26.185705340760386,26.71031778163635,26.7237140305608,26.836187718918257,26.794501436963518,26.846982117198078,26.769302988948883,26.656796304815085,26.816065375708032,26.85147096612859,26.850058112051144,26.800523083478467,26.710062772439606,26.510705535735937,26.577714284612615,26.18399671449599,26.229416426701555,26.800323084049275,26.868867026246903,26.912441844288093,26.60578883543149,26.895230381503143,26.829737285162793,26.864642224826543,26.775160327897353,26.801260193873603,26.805458624775568,26.730243030509865,26.670303647287472,27.040420871022306,27.164154866693295,27.225954271086163,27.133420081880026,26.909275784622945,26.91952619370599,26.887143232190677,26.678186382917314,26.551870165242786,26.56320114901989,26.4879879866926,26.661208652738964,26.88885480907841,26.971169754232065,26.987396886492444,26.90265823856457,26.909277553980267,26.909615307846995,26.833558823725234,26.92595140807066,26.565040206460253,26.41764319783903,26.37364545049953,26.412352485179728,26.477528082681076,26.38682324550488,26.249058565870495,26.19735742725883,26.34838979715141,26.224365654500378,26.141143719613105,26.68914240524008,26.69295111423446,26.68362410091359,26.698478326308823,26.853140802116357,26.779614973888073,26.946189330720905,26.45141531832585,26.472932381736772,26.438699562625533,26.23190789175512,26.22357430282534,26.390900341784985,26.314861919415907,26.17711782579551,26.071955019569987,26.170971952960237,26.154494316889657,25.97812861527489,25.79586473296877,26.193704130960832,26.156504195982055,26.060320515071975,26.224952374635464,26.336926245032693,26.407766433356258,26.381310663575086,26.332645798357284,26.338886755066564,26.384234376343052,26.32276810399561,26.262373290232475,26.132161006350792,26.584782378859682,26.78942335901276,26.868721009150782,26.89599022553034,27.082096065833426,26.928699761902056,26.949241602974883,26.97983510666929,26.84567869597048,27.252928152275,26.687137691430195,26.855813366115044,26.857244066998568,26.234095151572113,26.83543253694343,26.95155935732695
0.25,26.572979930663617,26.55604922005093,26.50983245679332,26.308663171257493,26.28502829160469,26.449430679942207,26.475002262449525,26.295424939392824,26.138335925642878,25.973841904985406,26.477846027202737,26.49190607561848,26.594831500458426,26.55679622818315,26.607222180931554,26.536314099066956,26.42401513882927,26.57752544278641,26.611879213195422,26.609560090993572,26.56141346302387,26.473053893319356,26.281024181862104,26.347554630003714,25.96865339239283,26.012611408373974,26.555310339938192,26.620582450138407,26.660940482158583,26.375182058198906,26.643836368566184,26.580739636543623,26.624322825399098,26.539104281937984,26.56463830673591,26.568596254927538,26.495073728772017,26.436605644307228,26.784075785467095,26.896101289832277,26.951526601838022,26.868321914120774,26.66964333034967,26.677161413307303,26.64377102161198,26.441634673552986,26.31788098048291,26.328433593067153,26.254304202134975,26.416229891902162,26.637789469637774,26.718095302931452,26.732774525347043,26.647829790433406,26.653762441255058,26.65411580253681,26.58203438476728,26.67082761134745,26.316307505822948,26.18447983572503,26.142388847532587,26.181751251351088,26.236773089291432,26.154152060573036,26.02812432996292,25.978645582368777,26.120295731432428,26.00725614259536,25.928205712954412,26.458484059393623,26.46192188141266,26.45129598205452,26.467339241690546,26.614841829466542,26.54402495167166,26.69742771830324,26.22482727471225,26.246468566409764,26.214807091959255,26.01668266525136,26.00766583264847,26.167895243740688,26.09533829332512,25.96248486264697,25.860266817489176,25.948257321820517,25.932520969323594,25.773452979726535,25.597385019050645,25.980354166568056,25.944163801449907,25.850293560550817,26.00691411887978,26.112321783496878,26.1781213273999,26.157029457096474,26.112470302245015,26.120547797128367,26.16045833715681,26.100167196283927,26.04312519797851,25.919008163790036,26.3472857054866,26.54314075634258,26.621875198216735,26.65193714094882,26.835368777537738,26.675269402994154,26.693302266411923,26.71774494120508,26.58984200483937,26.969571152358494,26.451483341016484,26.607724879470762,26.60942333698202,26.016942099550864,26.59934765063703,26.708173393657216
0.5,26.335249979737295,26.319222590697887,26.274014831886678,26.078556348541287,26.056366266986824,26.215477313452116,26.23994541387347,26.066112342196124,25.91564145071729,25.758022970499184,26.24234088523636,26.25622146274949,26.34895635165158,26.317392478910755,26.365721150273615,26.297545637116215,26.188605061847802,26.33644056081372,26.36982592576718,26.36769541169198,26.320259165989526,26.233859158946643,26.049933143778663,26.114864092632498,25.751250764308903,25.793583250357063,26.310321990775122,26.372242533218902,26.409788036198883,26.141622154743015,26.391795311655624,26.33350663327772,26.381720948020778,26.2974445063841,26.322341774775595,26.326054945947412,26.255324717124044,26.199551788844698,26.525071121149637,26.627685595687268,26.681125328149022,26.60822774705587,26.42133626813099,26.428413827217074,26.396826718143142,26.20414254308542,26.086002468313662,26.094021795761282,26.022117566174867,26.17734586986087,26.391642070554976,26.468997123211324,26.48490633617751,26.403346811835508,26.40916366687334,26.409655124738855,26.33898362963539,26.422708405064697,26.081703605460426,25.958311158319685,25.917639105184843,25.955770997783592,26.006502706486188,25.928406854060267,25.80858948839445,25.760698627398877,25.893754904777193,25.78958886583407,25.71421716359365,26.222365447980632,26.225620270157055,26.214992866457713,26.23085949183066,26.375706496639083,26.305330112904784,26.44242565080952,25.997484289723346,26.01884916670973,25.9884791802786,25.79917561900319,25.790237570170564,25.943823982561156,25.87517835427649,25.74535862626807,25.64589018155486,25.72783638365649,25.71282013433996,25.56373515420852,25.396340251383734,25.764385211996114,25.729577365532364,25.6390699289656,25.787194943663057,25.88618420241918,25.949447928170922,25.931958479699894,25.889960143116262,25.897836029441983,25.93325208278179,25.87375130245701,25.822618156098507,25.70454921014032,26.10419350246333,26.292391773380476,26.36799200905616,26.397692826655533,26.57578556078012,26.414561129133425,26.429992822899973,26.448346123981963,26.326788822352725,26.6735727679567,26.214099351439476,26.359840345150413,26.36150308013477,25.799036139878925,26.359386688570293,26.46000998362529
0.75,26.156065148884814,26.140834142191697,26.09629623131139,25.907690347673466,25.886463490675684,26.040185678454435,26.064500255008916,25.896127457665656,25.75061101748123,25.598143202850416,26.066118542400616,26.079973770349213,26.166903107028,26.138552513333302,26.184527872753268,26.123438935082554,26.015250439778974,26.158034600407092,26.189902533206176,26.187879052512617,26.142007217552287,26.059120295387206,25.88339715796488,25.947921187794606,25.593681840479093,25.634411269638836,26.135343132867334,26.194366400575092,26.229328048748222,25.970078980548646,26.211251528071266,26.157095332160473,26.2006149780804,26.12382780979101,26.147418682909986,26.151133822486127,26.081872084997936,26.027124817825175,26.335172401207895,26.430997898291253,26.48146161293979,26.409482623821074,26.24627297299475,26.24789628243756,26.216356480894657,26.02901798177072,25.91409808291694,25.92042638566389,25.851016525044198,26.001102081350826,26.210695946713894,26.288101151807453,26.301918324342818,26.221813590772467,26.227457407099372,26.2278307530599,26.158080280889603,26.239995925559768,25.909783406704943,25.79047393072554,25.7516461935026,25.788414809491798,25.837358022670852,25.76220290949353,25.647590260745616,25.600437934656608,25.727694677658295,25.63043590377998,25.557817928587063,26.0562512257707,26.059081429030694,26.047005335532234,26.064186824412285,26.2007840794003,26.1313217813768,26.2599409918086,25.832854397683068,25.853700556056342,25.82571647287612,25.641191245975154,25.631947201595466,25.783464467453303,25.718513442699802,25.59384959827945,25.498737750690143,25.577358894710006,25.562821215702023,25.42263769354111,25.257124067632517,25.614127174786294,25.579713515180096,25.49075805897681,25.632135810874402,25.72676069833715,25.787472627865185,25.770651259774368,25.730708414236624,25.73757930881891,25.772577573414754,25.715351762965476,25.666980966810083,25.553576287276375,25.936720611114605,26.1205303159988,26.194433509840163,26.2270857461338,26.39780134404686,26.236587044573426,26.25034333136839,26.264848122860386,26.147542328000153,26.476497683765302,26.04008140463398,26.184031800337344,26.185946028352138,25.639605576488208,26.17995569672801,26.279710770277628
1.0,26.041786670173607,26.025376168812258,25.98415339413282,25.80012601480378,25.779143335804182,25.92934475963417,25.952557094881072,25.78865587747631,25.646171540015487,25.496857623408538,25.953194390270337,25.967214491345338,26.055678889488362,26.02539357144176,26.072118234472875,26.008905511483412,25.90539561243233,26.04475424974357,26.07618945714551,26.072671568769753,26.028709855959477,25.94812288830409,25.775191005561638,25.837362347716407,25.49202890331326,25.532053963765357,26.02134094917517,26.079283229938063,26.11386154029149,25.861249198063916,26.09794824188524,26.04344972266852,26.088616247495032,26.01174521895619,26.03490618996934,26.038469899138352,25.971421704648655,25.917688343967942,26.22621928370622,26.323220126276198,26.37272401071459,26.30149631175693,26.12833263306965,26.129289550778346,26.09963517587078,25.917680681853476,25.804768273191815,25.814285086128653,25.746555067601967,25.892209223988804,26.094964568876065,26.168846745687382,26.181397255505466,26.1029169675769,26.10836608153452,26.108366685772765,26.042961440627405,26.12314483580059,25.8020192421847,25.686055476401272,25.647712242850833,25.68392202656045,25.731355755954528,25.65792707781829,25.545503835407864,25.49994730576902,25.626277880748294,25.52792211165118,25.456680640492532,25.94101561145425,25.94392951928,25.932925902096663,25.948908537890556,26.080907766094004,26.01761211446816,26.15175618547343,25.726110282024777,25.74647670569894,25.718289184526313,25.537567105544944,25.528894250817103,25.67471243328967,25.60975355807398,25.48687430855549,25.39280122211842,25.47025413437771,25.456053981983484,25.315712995782928,25.15424787016507,25.5015851486085,25.468460793689324,25.38239690596369,25.523962029498122,25.618915823943077,25.679016092461538,25.66296270473533,25.624043240128202,25.6304475706819,25.66367803838472,25.607347154143987,25.55573328306291,25.444236789461698,25.826095098204213,26.004723170119135,26.07668185667863,26.106627809081342,26.27341322835748,26.119545539607472,26.133676187242198,26.14973874208251,26.03505531528883,26.365892893634086,25.929636393689826,26.06903508903208,26.07073928311185,25.536849830765377,26.064429731374126,26.167948059339096
1.25,25.96454532632211,25.949764184048853,25.908028948498696,25.724815050462144,25.704522407274027,25.85393518853815,25.87733236723997,25.713902635940894,25.57357021171338,25.426495271451227,25.877423457104552,25.89203105192673,25.973496302712064,25.949216402889846,25.993281970593635,25.93404089723573,25.829149471148543,25.966941012495205,25.997495628141486,25.99523420862741,25.951702707374157,25.871590653777325,25.702580415859316,25.764412255606004,25.42301235968996,25.462224514522912,25.94581607228429,26.00130824402826,26.03392447474992,25.785516798146027,26.016721961797646,25.967292362923903,26.009001985233905,25.93324795075273,25.955457304279776,25.959157316017382,25.892989406313212,25.840129710974058,26.13866563427985,26.23021570348585,26.280351731285077,26.211350930073518,26.04842982322147,26.04561694351169,26.017020466371665,25.837187996150025,25.726759847321695,25.7349020844939,25.66745860605843,25.81340374736967,26.01423747311194,26.088509506236573,26.100640279230632,26.024976322096933,26.030210837199597,26.0305588328049,25.964765934251513,26.041961855505857,25.728229176468076,25.611203872413643,25.573508555325454,25.607575191010643,25.65741559634835,25.58393720114183,25.47204523641619,25.426321535880103,25.548264689855177,25.454343581874486,25.38464903002327,25.86784849308819,25.870613037165167,25.859567620217103,25.875453753428584,26.005851780429172,25.940703287745823,26.0631413392152,25.650124724590146,25.670391658846032,25.64288392254946,25.463040753927217,25.45501048490386,25.600549834128714,25.538358899871078,25.418692125156735,25.326159421464766,25.403810235946295,25.389817359796602,25.252628268409072,25.09240427316812,25.437206861732584,25.402938799532286,25.316121244612503,25.45294489139073,25.543731952006496,25.603860019365328,25.587954036905998,25.549499189381358,25.552503846593723,25.586861018591616,25.530242484937233,25.483813039610354,25.376091196509037,25.74045736007908,25.918277855023078,25.98814098167807,26.019490552539978,26.17879665146228,26.026008117074934,26.038151339240894,26.049560342381163,25.93720877797961,26.248947847040363,25.85339389273414,25.993292021162706,25.99510471796867,25.462949410156725,25.98869551576473,26.085480428172314
1.5,25.829485070569927,25.81599875451127,25.77415623998382,25.597441444382103,25.57795508564165,25.724206253300675,25.74630619814122,25.587354101504005,25.450577689684764,25.307204060301604,25.745948334038122,25.759817221495492,25.838057028699794,25.81684784498829,25.86258760716986,25.800350237732964,25.70070851109067,25.83479756953079,25.865290380227165,25.86204295373509,25.818493149959227,25.740121179684753,25.57618439373603,25.63702293262564,25.303829041235286,25.34223201308836,25.811248539230515,25.865135407413323,25.89677435532052,25.658021071265857,25.8796292919963,25.832987806645324,25.879045848709946,25.80243550115656,25.82458197832563,25.828009122784575,25.763655714676265,25.71236244431274,26.001372563390433,26.091260112680853,26.142380947096694,26.080272193451915,25.912793521641582,25.91069141211026,25.88315250200026,25.709678108878737,25.603665241333363,25.61006158078811,25.545491884341605,25.688409026827244,25.885341543663834,25.95740519200406,25.97079152407548,25.896312752715993,25.901793204771888,25.902043957911328,25.836293257027023,25.911995219569768,25.609613799144782,25.49590190542723,25.458416143813235,25.492059010910925,25.54009217351032,25.468049126569763,25.357104937452128,25.311951851789413,25.431116983647236,25.340001482940185,25.271609637034782,25.73749335410037,25.740141927598014,25.729198145402,25.74484969446288,25.873141671919658,25.808963202571732,25.92534674127911,25.53055799220904,25.551031548025747,25.52377420134329,25.348971702929834,25.340745295575015,25.480326907977076,25.418818554076278,25.298053048340016,25.206910975996415,25.28321826924038,25.26960603441029,25.134093353418717,24.979055843755365,25.312554755879955,25.2806493098879,25.198377050220675,25.332452863767365,25.42240024757458,25.48262183167732,25.46859535735876,25.431767110707185,25.43553374361419,25.465069087248548,25.409039275257033,25.363271042927614,25.257180495484757,25.611868248913794,25.786935866991268,25.854993617672175,25.884896532810085,26.044080486832925,25.889066049984407,25.89979254210522,25.908031031819988,25.79889109822718,26.09526146947329,25.724083933566593,25.85776531261428,25.85936466243327,25.34858224229283,25.85308133829166,25.948770610034344
1.75,25.766684608156897,25.75280201539064,25.712107070350086,25.53655599910582,25.517234823556773,25.66010252115887,25.682595367497257,25.526630192465085,25.3915263938237,25.24989432468201,25.683238281227577,25.697165938235738,25.77424318340487,25.75270760343493,25.795878000710662,25.737355106438343,25.63905416122676,25.773032269956637,25.80119871910262,25.798866722433118,25.756679786266872,25.679741618259236,25.51820218403243,25.57768146153604,25.24898776031879,25.286582549434982,25.7547844685954,25.807182778767487,25.837274587578484,25.596918591609597,25.81992945818069,25.774006602494946,25.810840201345677,25.73918334471529,25.761232024296316,25.764843822773813,25.700574196720698,25.64998590870475,25.933418292452476,26.020264342174674,26.06895744283981,26.003059055397642,25.851203502259228,25.853288265329,25.82706082979785,25.65156514568535,25.544095409791176,25.55101464685741,25.486047267159403,25.62804127102846,25.8216050136989,25.893375498450517,25.90789648776258,25.83636135699917,25.840948508826457,25.841334255818055,25.775807533165633,25.84947889090387,25.54796790466254,25.433467614614937,25.397301714034203,25.43001913068549,25.478948798187915,25.407432337716024,25.29861255483381,25.254275932846753,25.37132450703978,25.281674326056034,25.21427520669454,25.676534810095312,25.679445272133716,25.67006498291093,25.684106564134698,25.81064487888593,25.747779044051814,25.86380378631291,25.469603215644852,25.488648431927007,25.462120661414843,25.290526251838163,25.28250102570989,25.42408132173175,25.365571280747368,25.250630907438364,25.162197412645572,25.23743718257749,25.223962771785956,25.091650975182286,24.93924664809854,25.278959010899484,25.242556943091348,25.15376074107579,25.283262750588328,25.369130800592508,25.426975783358277,25.41118127622168,25.37362160284946,25.377210885737657,25.41179154249421,25.355370071774363,25.312822377275978,25.21064471536668,25.55479947252807,25.725885829764604,25.792196104863788,25.821937892809125,25.97659911976892,25.82727824380327,25.838345537503287,25.847694650396875,25.739898335833985,26.034397650268875,25.662683800210562,25.799126118634167,25.800914117022362,25.290033200869615,25.792685404844384,25.887404863624305
2.0,25.709124878605248,25.693481629088932,25.654480963195475,25.480686030005277,25.46187984645212,25.603641076317345,25.625572546846556,25.471500433909867,25.3379852621794,25.198007532447996,25.624193015996067,25.639007923765554,25.713752683907074,25.695411879939908,25.740004910929173,25.680400080647136,25.583907078608704,25.71602199180575,25.744741097811357,25.740347359985904,25.698635302577095,25.622866538927852,25.464383840843695,25.523342233540674,25.198111349224302,25.2353053115775,25.697348238525954,25.748643665347593,25.776866021289994,25.542198263071192,25.76021743392741,25.717587420052,25.755999722867227,25.684624394027065,25.706126132280453,25.70966479925991,25.64627095220029,25.59592453260178,25.876174472931083,25.96233873998541,26.012281514284304,25.948155281138146,25.79458045158716,25.793097888556602,25.766930848094376,25.595200921342553,25.48792929077211,25.49602208361304,25.432194289055502,25.573313463534543,25.764974372016955,25.836416068333246,25.849716909093853,25.778185416117875,25.783656489615765,25.783061582204812,25.718525784531444,25.791513781713803,25.49901625549603,25.38457231272834,25.348420436189112,25.380410616004937,25.429882090559566,25.35832124977318,25.2489660097265,25.204535440213135,25.320480584832374,25.231800601333408,25.164864545910394,25.620979182577184,25.623887286517324,25.614162533153284,25.62861343808061,25.74827409907517,25.688268522379428,25.80194832030249,25.418026886523833,25.437495928175235,25.41135045172117,25.240416847346037,25.23248326829882,25.371539594611395,25.312024462919666,25.196240491757706,25.10807438278749,25.184328793650888,25.17101835783608,25.038075658086537,24.885631061584153,25.21779741047575,25.183298292490008,25.096952314331876,25.2270112847553,25.31393681084265,25.373275120909963,25.358604006684033,25.32232772797187,25.324389964386505,25.355966967583022,25.29975186071092,25.254626377279532,25.153290932358008,25.495003585347973,25.66671236591311,25.731974460250264,25.762424608205396,25.914894941777774,25.7628866400291,25.77234968260666,25.777174242519465,25.671011285134092,25.957486724275864,25.607426692104408,25.742415112798703,25.74414279174769,25.24007618246843,25.732210816190655,25.825771274283767
2.25,25.63790908691026,25.622675078253724,25.584109548933416,25.41220145178037,25.39355149947066,25.533441123151814,25.55489570683652,25.40256951906424,25.27097220628473,25.132992174905596,25.55420810414757,25.568156809120502,25.64231507891666,25.62229091665521,25.66566138004443,25.6073227279118,25.511172687272797,25.63981863098164,25.66931712107136,25.665666910549543,25.624249053860385,25.548906817699358,25.391370098860303,25.45086140964536,25.129346743730014,25.16637469709478,25.615705562464953,25.66768220103951,25.6973741788845,25.4704688809237,25.681193176908735,25.636426185088084,25.68187453011901,25.610809077018118,25.632457693604383,25.635643230117044,25.573427019051863,25.523804843504248,25.800162132205127,25.884632269162452,25.93243831812408,25.871737937818786,25.716933707834315,25.714550721978252,25.687819200318152,25.5220867605513,25.418740407592406,25.425824096168803,25.36294243652851,25.499652112382943,25.688659779121714,25.758440253901085,25.77189011714789,25.698856504259748,25.704551215232627,25.704226509465332,25.641790363389543,25.713986724645387,25.42331337044389,25.315499447706507,25.27970176135357,25.313096693861485,25.35725073774988,25.288796527367893,25.183341708075677,25.139866976643237,25.254362866126325,25.167951099283464,25.102241267653508,25.549907072363663,25.552324880304738,25.54053394554033,25.55697211800988,25.68008836554445,25.620303498670918,25.733163439005292,25.35121239578863,25.37062120725605,25.344830504682466,25.17750900239119,25.169098941487682,25.303026314406434,25.243471236875404,25.126107676669264,25.037291107251864,25.109550065554934,25.096477736195087,24.96698329445259,24.81718063514079,25.136811982688137,25.106861195119077,25.027997393638266,25.158079600112316,25.24509835734445,25.30297312527275,25.290604742058694,25.25623209894491,25.261339493890272,25.287086146281666,25.232833886477703,25.187078269538397,25.084788716584594,25.426984691187105,25.595357213681982,25.661208501702777,25.691025474188066,25.847391681181666,25.692841235671423,25.70271848644021,25.708988719473897,25.60431060011053,25.88800957781902,25.533331589240575,25.660291149101457,25.661875430481746,25.176410028330146,25.657355819265284,25.757113112938047
